Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q20577,i need to get a handle on prior boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - staffing events by event,R2087,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Manager""], ""lexicon_rule"": ""mobility.previous_manager"", ""phrase"": ""prior boss""}",2.0.0,20260804
Q20578,help me understand replacement readiness,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm succession plan by manager,R3004,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Succession Candidate"", ""Succession Plan"", ""Succession Readiness""], ""lexicon_rule"": ""succession.readiness"", ""phrase"": ""replacement readiness""}",2.0.0,20260804
Q20579,why are we deductions,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - pay run audit,R1784,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Deductions""], ""lexicon_rule"": ""core.deductions"", ""phrase"": ""deductions""}",2.0.0,20260804
Q20580,help me understand deduction,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - payroll inputs by worker - historical,R2152,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Deductions""], ""lexicon_rule"": ""core.deductions"", ""phrase"": ""deduction""}",2.0.0,20260804
Q20581,i need to get a handle on offboarding,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - terminations by business unit - historical,R0655,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Date"", ""Termination Reason""], ""lexicon_rule"": ""term.people_left"", ""phrase"": ""offboarding""}",2.0.0,20260804
Q20582,why are we ta partner,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,process transactions by initiator - dashboard,R1562,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Recruiter""], ""lexicon_rule"": ""recruiting.recruiter"", ""phrase"": ""ta partner""}",2.0.0,20260804
Q20583,what is going on with offboarding,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - terminations by month,R3921,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Date"", ""Termination Reason""], ""lexicon_rule"": ""term.people_left"", ""phrase"": ""offboarding""}",2.0.0,20260804
Q20584,what is going on with how many people,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax headcount by manager - detail,R0167,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Headcount""], ""lexicon_rule"": ""core.headcount.team_size"", ""phrase"": ""how many people""}",2.0.0,20260804
Q20585,what is going on with changed managers,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax terminations,R2585,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""New Manager"", ""Previous Manager""], ""lexicon_rule"": ""mobility.manager_change"", ""phrase"": ""changed managers""}",2.0.0,20260804
Q20586,why are we organization,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - employee profile by location - summary,R0556,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Supervisory Organization""], ""lexicon_rule"": ""org.grouped_by_org"", ""phrase"": ""organization""}",2.0.0,20260804
Q20587,we are worried about paycheck period,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,earnings and deductions by pay group - ytd,R3291,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""core.pay_period"", ""phrase"": ""paycheck period""}",2.0.0,20260804
Q20588,i need to get a handle on job seekers,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,candidate status by recruiter - historical,R1489,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Candidate""], ""lexicon_rule"": ""recruiting.applicant"", ""phrase"": ""job seekers""}",2.0.0,20260804
Q20589,i need to get a handle on back from leave,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,absence calendar,R3988,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Return Date""], ""lexicon_rule"": ""absence.return"", ""phrase"": ""back from leave""}",2.0.0,20260804
Q20590,help me understand start date,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm worker location - monthly,R0506,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Hire Date""], ""lexicon_rule"": ""worker.hire_start_date"", ""phrase"": ""start date""}",2.0.0,20260804
Q20591,can you show me something about application pipeline,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - recruiting source by agency,R3446,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Application Date"", ""Application Stage"", ""Application Status""], ""lexicon_rule"": ""recruiting.application"", ""phrase"": ""application pipeline""}",2.0.0,20260804
Q20592,can you show me something about absence type,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,workers on leave by country - dashboard,R3435,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Leave Type"", ""Time Off Type""], ""lexicon_rule"": ""absence.type"", ""phrase"": ""absence type""}",2.0.0,20260804
Q20593,i need to get a handle on absence status,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - leave eligibility by worker - dashboard,R1608,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Leave Status""], ""lexicon_rule"": ""absence.status"", ""phrase"": ""absence status""}",2.0.0,20260804
Q20594,can you show me something about new boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - staffing events by event,R2087,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""New Manager"", ""Previous Manager""], ""lexicon_rule"": ""mobility.manager_change"", ""phrase"": ""new boss""}",2.0.0,20260804
Q20595,can you show me something about how big is each team,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax headcount by manager - detail,R0167,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Headcount""], ""lexicon_rule"": ""core.headcount.team_size"", ""phrase"": ""how big is each team""}",2.0.0,20260804
Q20596,can you show me something about absence status,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - leave details - historical,R1963,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Leave Status""], ""lexicon_rule"": ""absence.status"", ""phrase"": ""absence status""}",2.0.0,20260804
Q20597,help me understand training overdue,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - upcoming learning by content - monthly,R3882,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""training overdue""}",2.0.0,20260804
Q20598,what is going on with past due,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm learning content by content - ytd,R0781,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""past due""}",2.0.0,20260804
Q20599,help me understand separation details,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - terminations by region - quarterly,R0524,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Count"", ""Termination Date"", ""Termination Reason"", ""Termination Type""], ""lexicon_rule"": ""term.termination_detail"", ""phrase"": ""separation details""}",2.0.0,20260804
Q20600,i need to get a handle on voluntary separation,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - terminations by manager - current,R3651,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Reason"", ""Termination Type""], ""lexicon_rule"": ""term.voluntary_exit"", ""phrase"": ""voluntary separation""}",2.0.0,20260804
Q20601,why are we training overdue,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - learning enrollment by learner - monthly,R3918,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""training overdue""}",2.0.0,20260804
Q20602,i need to get a handle on team leader,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax goal progress by manager - quarterly,R2143,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""team leader""}",2.0.0,20260804
Q20603,what is going on with return to work,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - vacation report - audit,R1974,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Return Date""], ""lexicon_rule"": ""absence.return"", ""phrase"": ""return to work""}",2.0.0,20260804
Q20604,can you show me something about annualized pay,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - allowance by company - current,R2168,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Annualized Amount""], ""lexicon_rule"": ""worker.annualized_pay"", ""phrase"": ""annualized pay""}",2.0.0,20260804
Q20605,what is going on with start date,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm tenure movement by quarter - audit,R2193,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Hire Date""], ""lexicon_rule"": ""worker.hire_start_date"", ""phrase"": ""start date""}",2.0.0,20260804
Q20606,we are worried about back from leave,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,absence calendar,R3988,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Return Date""], ""lexicon_rule"": ""absence.return"", ""phrase"": ""back from leave""}",2.0.0,20260804
Q20607,what is going on with organization,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm open positions by location - detail,R0426,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Supervisory Organization""], ""lexicon_rule"": ""org.grouped_by_org"", ""phrase"": ""organization""}",2.0.0,20260804
Q20608,what is going on with exit details,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - terminations by region - quarterly,R0524,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Count"", ""Termination Date"", ""Termination Reason"", ""Termination Type""], ""lexicon_rule"": ""term.termination_detail"", ""phrase"": ""exit details""}",2.0.0,20260804
Q20609,help me understand how many people,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - headcount by region - summary,R1496,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Headcount""], ""lexicon_rule"": ""core.headcount.team_size"", ""phrase"": ""how many people""}",2.0.0,20260804
Q20610,help me understand supervisory team,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - worker demographics by manager - current,R2212,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Supervisory Organization""], ""lexicon_rule"": ""location.supervisory_org"", ""phrase"": ""supervisory team""}",2.0.0,20260804
Q20611,can you show me something about annualized pay,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - compensation review by manager - audit,R3336,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Annualized Amount""], ""lexicon_rule"": ""worker.annualized_pay"", ""phrase"": ""annualized pay""}",2.0.0,20260804
Q20612,why are we changed managers,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax terminations by event (5),R2933,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""New Manager"", ""Previous Manager""], ""lexicon_rule"": ""mobility.manager_change"", ""phrase"": ""changed managers""}",2.0.0,20260804
